//item_random.txt
// ランダム取得系のアイテムを設定
// RandomID,ItemID,Rate

//Old_Blue_Box#古く青い箱#
1,969,200	//黄金
3,4196,1	//マーリンカード
3,4199,1	//半漁人カード
3,4200,1	//メガリスカード
3,4201,1	//ごっついミノタウロスカード
3,4202,1	//ミョグェカード
3,4204,1	//ミニデモカード
3,4205,1	//ミミックカード
3,4206,1	//ミストケースカード
3,4208,1	//雅人形カード
3,4209,1	//ヴァイオリーカード
3,4210,1	//彷徨う者カード
3,4212,1	//ボンゴンカード
3,4213,1	//ブリライトカード
3,4214,1	//ブラッディマーダーカード
3,4215,1	//ブレイザーカード
3,4216,1	//サスカッチカード
3,4217,1	//人面桃樹カード
3,4218,1	//サキュバスカード
3,4219,1	//セージワームカード
3,4220,1	//ソリッドタートルカード
3,4221,1	//ジェネラルスケルトンカード
3,4222,1	//スケルプリズナーカード
3,4223,1	//スタラクタイトゴーレムカード
3,4224,1	//ステムワームカード
3,4225,1	//フレイムシューターカード
3,4226,1	//スティングカード
3,4227,1	//スプリングラビットカード
3,4228,1	//スリーパーカード
3,4229,1	//時計塔管理者カード
3,4230,1	//カブキ忍者カード
3,4231,1	//土精カード
3,4232,1	//老人参カード
3,4233,1	//コウカード
3,4234,1	//アノリアンカード
3,4235,1	//クリスマスクッキーカード
3,4237,1	//オウルデュークカード
3,4238,1	//オウルバロンカード
3,4239,1	//アイアンフィストカード
3,4240,1	//アクラウスカード
3,4242,1	//アポカリプスカード
3,4243,2	//アンソニカード
3,4244,1	//アラームカード
3,4245,1	//アムムトカード
3,4246,1	//アサルトタートルカード
3,4247,1	//ヒトデカード
3,4248,1	//エンシェントマミーカード
3,4249,1	//エンシェントワームカード
3,4251,1	//エルダーカード
3,4252,1	//アリゲーターカード
3,4253,1	//アリスカード
3,4255,1	//オークレディカード
3,4256,1	//オークアーチャーカード
3,4257,1	//ワイルドローズカード
3,4258,1	//天仙娘々カード
3,4259,1	//ウドゥンゴーレムカード
3,4260,1	//ウータンシューターカード
3,4261,1	//ウータンファイターカード
3,4262,1	//天邪仙人カード
3,4264,1	//ウインドゴーストカード
3,4265,1	//虎人カード
3,4267,1	//エクスプロージョンカード
3,4268,1	//インジャスティスカード
3,4269,1	//インキュバスカード
3,4270,1	//ジャイアントスパイダーカード
3,4271,1	//ジャイアントホーネットカード
3,4272,1	//小龍舞カード
3,4273,1	//お化け貝カード
3,4274,1	//ゾンビマスターカード
3,4275,1	//ゾンビプリズナーカード
3,4277,1	//ジルタスカード
3,4278,1	//ジビットカード
3,4279,1	//グラウンドデリーターカード
3,4280,1	//ジオグラファーカード
3,4281,1	//チャッキーカード
3,4282,1	//酒天狗カード
3,4283,1	//天下大将軍カード
3,4284,1	//チェペットカード
3,4285,1	//チョコカード
3,4286,1	//カラ傘カード
3,4287,1	//河童カード
3,4288,1	//ジェスターカード
3,4289,1	//キャタピラーカード
3,4290,1	//キャットナインテイルカード
3,4292,1	//コボルドアーチャーカード
3,4293,1	//クッキーカード
3,4294,1	//キューブカード
3,4295,1	//クラベンカード
3,4296,1	//クランプカード
3,4297,1	//クルーザーカード
3,4298,1	//クリーミーフィアーカード
3,4299,1	//クロックカード
3,4300,1	//キメラカード
3,4301,1	//キラーマンティスカード
3,4303,1	//巨大ウィスパーカード
3,4304,1	//タムランカード
3,4307,1	//ビートルカード
3,4308,1	//三葉蟲カード
3,4309,1	//フェアリーフカード
3,4310,1	//パンツァーゴブリンカード
3,4311,1	//パーメットタートルカード
3,4312,1	//オットーカード
3,4313,1	//パンクカード
3,4314,1	//ペノメナカード
3,4315,1	//ペストカード
3,4316,1	//フェイクエンジェルカード
3,4319,1	//フリーズタートルカード
3,4321,1	//ハイローゾイストカード
3,4322,1	//ハイオークカード
3,4323,1	//ハティーベベカード
3,4325,1	//ハーピーカード
3,4326,1	//シーオッターカード
3,4327,1	//パピヨンカード
3,4328,1	//ヒェグンカード
3,4329,1	//フェンダークカード
3,4331,1	//ヒートタートルカード
3,4332,1	//ジャンクポットカード
3,4333,1	//ベノマスカード
3,4334,1	//ノクシャスカード
3,4335,1	//ピットマンカード
3,4337,1	//ポルセリオカード
3,4338,1	//オブシディアンカード
3,4339,1	//ミネラルカード
3,4340,1	//ベアドールカード
3,4341,1	//メタリンカード
3,4343,1	//モルデンカード
3,4344,1	//ウィレスカード
3,4345,1	//ヒルウィンドカード
3,4346,1	//イグニゼム=セニアカード
3,4347,1	//アルマイア=デュンゼカード
3,4348,1	//ヒュッケバイン=トリスカード
3,4349,1	//イレンド=エベシカード
3,4350,1	//ラウレル=ヴィンダーカード
3,4351,1	//カヴァク=イカルスカード
3,4353,1	//リムーバカード
3,4355,1	//グレムリンカード
3,4356,1	//ビホルダーカード
3,4358,1	//セイレン=ウィンザーカード
3,4360,1	//エレメス=ガイルカード
3,4362,1	//ハワード=アルトアイゼンカード
3,4364,1	//マーガレッタ=ソリンカード
3,4366,1	//カトリーヌ=ケイロンカード
3,4368,1	//セシル=ディモンカード
3,4369,1	//ヴェナートカード
3,4370,1	//ディミックカード
3,4371,1	//アークダムカード
3,4373,1	//チュンイーカード
3,4375,1	//オークベイビーカード
3,4377,1	//グリーンイグアナカード
3,4378,1	//ゴールドオシドスカード
3,4379,1	//ブルーオシドスカード
3,4380,1	//レッドペロスカード
3,4381,1	//グリーンペロスカード
3,4382,1	//イエローノーバスカード
3,4383,1	//レッドノーバスカード
3,4384,1	//ハイドラランサーカード
3,4385,1	//ドラゴンの卵カード
3,4387,1	//エンシェントミミックカード
3,4388,1	//デスワードカード
3,4389,1	//プラズマカード
3,4390,1	//ブリーズカード
3,4391,1	//執行する者カード
3,4392,1	//監視する者カード
3,4393,1	//保護する者カード
3,4394,1	//慰める者カード
3,4395,1	//タナトスの悲しみカード
3,4396,1	//タナトスの憎悪カード
3,4397,1	//タナトスの絶望カード
3,4398,1	//タナトスの苦悩カード
3,4400,1	//エリザカード
3,4401,1	//エリセルカード
3,4402,1	//エリオットカード
3,4404,1	//スコグルカード
3,4405,1	//プルスカード
3,4406,1	//スケゴルトカード
3,4409,1	//アガヴカード
3,4410,1	//エキオカード
3,4411,1	//ヴァンベルクカード
3,4412,1	//アイシラカード
3,4413,1	//ホドレムリンカード
3,4414,1	//シーカーカード
3,4415,1	//スノウアーカード
3,4416,1	//シロマカード
3,4417,1	//アイスタイタンカード
3,4418,1	//ゲイズティカード
3,4420,1	//マスキプラーカード
3,4421,2	//ドロセラカード
3,4422,1	//ロウィーンカード
3,4423,1	//ガリオンカード
3,4424,3	//スタポカード
3,4426,1	//ビョルグカード
3,4427,1	//ソードガーディアンカード
3,4428,1	//ボウガーディアンカード
3,4429,1	//サラマンダーカード
3,4431,1	//カーサカード
3,4432,1	//マグマリンカード
3,4433,1	//インプカード
3,4434,1	//ノッカーカード
3,4435,1	//ゾンビスローターカード
3,4436,1	//ラギッドゾンビカード
3,4437,1	//ヘルプードルカード
3,4438,1	//バンシーカード
3,4439,1	//フレームスカルカード
3,4440,1	//ネクロマンサーカード

//Gift_Box#プレゼントボックス#
4,5909,1	//[衣装] ヴァルキリーサークレット
4,5911,1	//[衣装] インペリアルフェザー
4,5912,1	//[衣装] 悪魔の下僕
4,5913,1	//[衣装] アネモスの仮面
4,5914,1	//[衣装] 蝶のはためき
4,5915,1	//[衣装] 天使のヴェール
4,5977,1	//[衣装] くわえたポーカーカード
4,5979,1	//[衣装] 舞い降る天使の羽
4,5980,1	//[衣装] クラシカルフェザーハット
4,5981,1	//[衣装] 悪魔の忘れもの
4,5983,1	//[衣装] ロキのアサシンマスク
4,15825,1	//[衣装] 黒無常帽
4,15836,1	//[衣装] 熾天使のヘアバンド
4,15838,1	//[衣装] ヴェスパーヘッドギア
4,15839,1	//[衣装] たれリベリオン
4,15840,1	//[衣装] バイオプロテクター
4,15841,1	//[衣装] ゴーグルハット
4,15842,1	//[衣装] 懐中時計のマジックハット
4,15843,1	//[衣装] 熱賛のディナー
4,15844,1	//[衣装] マッスル帽
4,15846,1	//[衣装] アーティストのシルクハット
4,15847,1	//[衣装] 未知の羽帽子
4,15851,1	//[衣装] ぴかぴかニャンニャンクラウン
4,15853,1	//[衣装] 元宝ポリン
4,15858,1	//[衣装] チョコバナナボネット
4,15875,1	//[衣装] 精霊王の宝冠
4,15876,1	//[衣装] 勝利の女神（赤）
4,15877,1	//[衣装] 桃の花の髪飾り
4,15881,1	//[衣装] ロイヤルローズリボン
4,15882,1	//[衣装] ポップヘッドフォン
4,15888,1	//[衣装] 悪魔の手
4,15889,1	//[衣装] ボイタタ帽
4,15890,1	//[衣装] 黒蛇王の帽子(金)
4,15893,1	//[衣装] 太陽神の兜(上段)
4,15894,1	//[衣装] 再誕の宝冠
4,15899,1	//[衣装] 覚醒古王の王冠
4,15904,1	//[衣装] 博愛の守護(上段)
4,15905,1	//[衣装] ジークフリードの兜
4,15925,1	//[衣装] シロップリン水風船
4,15952,1	//[衣装] ナーガの金冠
4,15953,1	//[衣装] 串焼き屋台
4,15954,1	//[衣装] わんにゃん親衛隊
4,18740,1	//[衣装] 激昂する逆毛
4,18742,1	//[衣装] 月と星の煌めき
4,18744,1	//[衣装] スーパースター
4,19015,1	//[衣装] 駆魔のヘアバンド
4,19158,1	//[衣装] ジェミニ-S58の目（青）
4,19288,1	//[衣装] ギガントヘルム
4,19289,1	//[衣装] 月の眼帯
4,19290,1	//[衣装] エルダーデビルホーン
4,19291,1	//[衣装] 柴犬
4,19292,1	//[衣装] ヤマネコニット帽
4,19293,1	//[衣装] スマートアンダーリムメガネ
4,19294,1	//[衣装] ネコミミサイバーヘッドフォン(赤)
4,19464,1	//[衣装] メロンパンハット
4,19466,1	//[衣装] ちいさな海
4,19513,1	//[衣装] ニワトリのクチバシ
4,19515,1	//[衣装] 黄色いミニハット
4,19517,1	//[衣装] ニワトリのトサカ
4,19521,1	//[衣装] デザイナーの丸帽子
4,19524,1	//[衣装] 緑の觸角
4,19525,1	//[衣装] 頭眼鏡
4,19526,1	//[衣装] ヘルム
4,19527,1	//[衣装] シャープヘッドギア
4,19528,1	//[衣装] アイアンケイン
4,19529,1	//[衣装] 天使のヘアバンド
4,19532,1	//[衣装] バニーヘアバンド(赤)
4,19533,1	//[衣装] スポア帽
4,19535,1	//[衣装] 神仙丹の実
4,19537,1	//[衣装] グリフォン帽子
4,19538,1	//[衣装] 満月
4,19540,1	//[衣装] ウサギの耳当て
4,19541,1	//[衣装] 白い花びら
4,19542,1	//[衣装] あくまのささやき
4,19543,1	//[衣装] オリバーオオカミフード
4,19544,1	//[衣装] たれ猫クルー
4,19545,1	//[衣装] 学生帽
4,19546,1	//[衣装] ヴァルキリーヘルム
4,19547,1	//[衣装] 子悪魔帽
4,19548,1	//[衣装] ひきがえるの帽子
4,19549,1	//[衣装] マジェスティックゴート
4,19550,1	//[衣装] ほお紅
4,19551,1	//[衣装] 妖精の耳
4,19552,1	//[衣装] 花びら
4,19553,1	//[衣装] アサシンマスク
4,19554,1	//[衣装] 老人の仮面
4,19555,1	//[衣装] 三日月の兜
4,19556,1	//[衣装] カブキマスク
4,19566,1	//[衣装] サムライマスク
4,19569,1	//[衣装] 双葉
4,19570,1	//[衣装] マーキュリーライザー
4,19573,1	//[衣装] ハートウイングヘアバンド
4,19574,1	//[衣装] ロードオブデスの兜
4,19575,1	//[衣装] 昇天ブラックドラゴン
4,19576,1	//[衣装] たれ教皇
4,19577,1	//[衣装] 10周年記念ポリン帽
4,19578,1	//[衣装] ゴーグル
4,19580,1	//[衣装] スフィンクス帽
4,19581,1	//[衣装] 冒険家の帽子
4,19582,1	//[衣装] カウボーイハット
4,19583,1	//[衣装] 義賊の眼帯
4,19584,1	//[衣装] 海賊の短剣
4,19585,1	//[衣装] 羽のベレー
4,19586,1	//[衣装] ウサギのヘアバンド(桃)
4,19587,1	//[衣装] キングポリン帽
4,19588,1	//[衣装] ネコミミキャップ
4,19589,1	//[衣装] 堕天使の忘れもの
4,19590,1	//[衣装] 乙女のツインリボン
4,19591,1	//[衣装] リボン（赤）
4,19592,1	//[衣装] ハイビスカス
4,19593,1	//[衣装] 月桂樹の冠
4,19594,1	//[衣装] 装飾用ジオグラファー
4,19595,1	//[衣装] ドレスハット
4,19596,1	//[衣装] 天使の忘れもの
4,19597,1	//[衣装] マジックアイズ
4,19598,1	//[衣装] さすらい狼の帽子
4,19599,1	//[衣装] インプ帽子
4,19600,1	//[衣装] たれキエル
4,19601,1	//[衣装] たれエリオット
4,19602,1	//[衣装] インビジブルキャップ
4,19603,1	//[衣装] インビジブルサングラス
4,19604,1	//[衣装] インビジブルマスク
4,19605,1	//[衣装] ギャングスカーフ
4,19606,1	//[衣装] 忍の巻物
4,19607,1	//[衣装] 赤いひよこちゃん
4,19608,1	//[衣装] ひよこちゃん
4,19609,1	//[衣装] 赤いメガネ
4,19610,1	//[衣装] ウィスパーマスク
4,19611,1	//[衣装] ペコペコの羽耳
4,19612,1	//[衣装] 音符のヘッドフォン
4,19613,1	//[衣装] ヴァルキリーフェザーバンド
4,19614,1	//[衣装] スーパーノービス帽
4,19615,1	//[衣装] ロキの仮面
4,19616,1	//[衣装] 黒い猫耳
4,19617,1	//[衣装] 子犬のヘアバンド
4,19618,1	//[衣装] 狐のお面
4,19621,1	//[衣装] 悪魔の羽耳
4,19622,1	//[衣装] 三日月のヘアピン
4,19623,1	//[衣装] ヴィゾフニルの羽飾り
4,19625,1	//[衣装] ウサギのヘアバンド
4,19626,1	//[衣装] 耳あて帽
4,19627,1	//[衣装] サテライトヘアバンド
4,19628,1	//[衣装] ヘッドフォン
4,19629,1	//[衣装] ティアラ
4,19630,1	//[衣装] クラウン
4,19631,1	//[衣装] BOSS帽子
4,19632,1	//[衣装] ハット
4,19633,1	//[衣装] 花のヘアバンド
4,19634,1	//[衣装] マスク
4,19635,1	//[衣装] プロペラ
4,19637,1	//[衣装] 看護帽
4,19638,1	//[衣装] スマイルマスク
4,19639,1	//[衣装] 笠
4,19640,1	//[衣装] かわいいリボン
4,19641,1	//[衣装] 暗黒の兜
4,19642,1	//[衣装] 月夜花帽
4,19643,1	//[衣装] ヒュッケの黒い猫耳
4,19644,1	//[衣装] 真理の目隠し
4,19645,1	//[衣装] 鳳凰の冠
4,19646,1	//[衣装] ラーメン
4,19647,1	//[衣装] 子悪魔帽（赤）
4,19648,1	//[衣装] 落ち葉
4,19649,1	//[衣装] 子猫の白い猫耳
4,19650,1	//[衣装] 虹色の羽飾り
4,19652,1	//[衣装] ウサギの魔術帽子
4,19653,1	//[衣装] 聖なるマーチングハット
4,19654,1	//[衣装] 船長の帽子
4,19655,1	//[衣装] ティラヤボネット
4,19656,1	//[衣装] 伝説の吟遊詩人の帽子
4,19657,1	//[衣装] キャプテンハット
4,19658,1	//[衣装] 避暑地の帽子
4,19659,1	//[衣装] 毛糸の帽子（灰）
4,19660,1	//[衣装] コッポラ
4,19661,1	//[衣装] スウィートボネット
4,19662,1	//[衣装] シルクハット
4,19664,1	//[衣装] キャンパスフェスティバル
4,19665,1	//[衣装] ポリンケーキ帽
4,19666,1	//[衣装] 耳あてニット帽
4,19667,1	//[衣装] ドラグーンヘルム
4,19668,1	//[衣装] 風の道標
4,19669,1	//[衣装] レギンレイヴの翼
4,19670,1	//[衣装] サザンクロス
4,19671,1	//[衣装] ぶたさん貯金箱
4,19672,1	//[衣装] ポリンの手紙
4,19673,1	//[衣装] 博愛の守護
4,19674,1	//[衣装] 悪鬼の仮面
4,19675,1	//[衣装] 飛び跳ねポリン
4,19676,1	//[衣装] レインボーポリン
4,19677,1	//[衣装] ソウルレスウィング
4,19678,1	//[衣装] 小さな鈴のリボン
4,19679,1	//[衣装] 丸い瞳
4,19680,1	//[衣装] ぺろりんマスク
4,19681,1	//[衣装] シルバーティアラ
4,19682,1	//[衣装] サンタポリン帽
4,19683,1	//[衣装] 甘いキャンディ
4,19684,1	//[衣装] ハッピーアフロかつら
4,19685,1	//[衣装] シャイニングサンタポリン帽
4,19686,1	//[衣装] サンタ人形ヘアバンド
4,19687,1	//[衣装] 瑞々しいバラ
4,19688,1	//[衣装] 花のカチューシャ
4,19689,1	//[衣装] パグダヤ
4,19690,1	//[衣装] 黒蛇王の帽子
4,19691,1	//[衣装] ブルーリボン
4,19692,1	//[衣装] 船長のパイプ
4,19693,1	//[衣装] 三段ポリン帽
4,19694,1	//[衣装] 風車のかんざし
4,19695,1	//[衣装] 魔法のやかん
4,19696,1	//[衣装] なかよしモチリン帽
4,19697,1	//[衣装] ルドルフのサンタ帽
4,19698,1	//[衣装] ボーイフレンド募集帽
4,19699,1	//[衣装] ガールフレンド募集帽
4,19700,1	//[衣装] RWC2012勝利の王冠
4,19701,1	//[衣装] 赤いボンネット
4,19702,1	//[衣装] かわいいサンタ帽
4,19703,1	//[衣装] アフロかつら(黒)
4,19704,1	//[衣装] アフロかつら（赤）
4,19705,1	//[衣装] アフロかつら(黄)
4,19706,1	//[衣装] 真っ赤なドレスハット
4,19709,1	//[衣装] 黄色のリボン
4,19710,1	//[衣装] 勝利の翼
4,19711,1	//[衣装] カプラのヘアバンド
4,19712,1	//[衣装] たれ慰める者
4,19713,1	//[衣装] 幸運のクローバー
4,19714,1	//[衣装] レディータニー人形
4,19715,1	//[衣装] スカーフ
4,19716,1	//[衣装] たれ人形
4,19717,1	//[衣装] リボン（桃）
4,19718,1	//[衣装] ゴシックヘッドドレス
4,19719,1	//[衣装] コロネット
4,19720,1	//[衣装] オールドスターロマンス
4,19721,1	//[衣装] ダークネスヘルム
4,19722,1	//[衣装] 黒縁メガネ
4,19723,1	//[衣装] 聖火冠
4,19724,1	//[衣装] たれディフォルテー人形
4,19725,1	//[衣装] パン袋
4,19726,1	//[衣装] 真紅の薔薇
4,19727,1	//[衣装] デビルリング帽
4,19728,1	//[衣装] たれジョンダ
4,19729,1	//[衣装] カプラの猫耳ヘアバンド
4,19731,1	//[衣装] 悪魔のヘアバンド
4,19732,1	//[衣装] ゴブリンリーダーの仮面
4,19733,1	//[衣装] パンダ帽
4,19734,1	//[衣装] 望遠鏡
4,19735,1	//[衣装] えらヘルム
4,19736,1	//[衣装] ガスマスク
4,19737,1	//[衣装] コルセア
4,19738,1	//[衣装] 名探偵帽
4,19740,1	//[衣装] ギルドメンバー募集帽
4,19741,1	//[衣装] マジェスティックデビルホーン
4,19743,1	//[衣装] アヌビスの帽子
4,19744,1	//[衣装] 漆黒のリボン
4,19745,1	//[衣装] 真っ赤なマーチングハット
4,19746,1	//[衣装] 暗黒のフード
4,19747,1	//[衣装] タナトスの絶望仮面
4,19748,1	//[衣装] ダイアデム
4,19749,1	//[衣装] 金の魂のリング
4,19750,1	//[衣装] セイントフリルリボン
4,19751,1	//[衣装] 光と闇の鎮魂冠
4,19752,1	//[衣装] 保護する者の翼
4,19753,1	//[衣装] 大空の帽子
4,19754,1	//[衣装] 真実の愛
4,19755,1	//[衣装] 太極の耳飾り
4,19756,1	//[衣装] 聖母の慈愛
4,19757,1	//[衣装] 睡蓮の冠
4,19758,1	//[衣装] かえる王子の帽子
4,19759,1	//[衣装] アンブレラハット
4,19760,1	//[衣装] 虹色のヴェール
4,19761,1	//[衣装] ホワイトリリー
4,19762,1	//[衣装] 幸福と平和の証
4,19763,1	//[衣装] たれリーフキャット
4,19764,1	//[衣装] くわえたカード
4,19766,1	//[衣装] 世界樹の帽子
4,19767,1	//[衣装] 憂郷のサクラ
4,19768,1	//[衣装] 桜花冠
4,19769,1	//[衣装] いたずらな妖精
4,19770,1	//[衣装] 真っ赤な杯
4,19771,1	//[衣装] 蝶のヘアピン
4,19772,1	//[衣装] ミツバチの帽子
4,19773,1	//[衣装] エンジェリングヘアピン
4,19774,1	//[衣装] 皇帝の月桂冠
4,19775,1	//[衣装] マーヴェラスアフロかつら
4,19776,1	//[衣装] やんちゃな妖精の耳
4,19777,1	//[衣装] きらきら星
4,19778,1	//[衣装] ストロベリーハット
4,19780,1	//[衣装] うさ耳ニット帽
4,19781,1	//[衣装] 天使の羽耳
4,19782,1	//[衣装] たれ猫
4,19784,1	//[衣装] モリガンのヘルム
4,19785,1	//[衣装] こんがりトースト
4,19786,1	//[衣装] ミストレスの王冠
4,19787,1	//[衣装] オッドアイ
4,19788,1	//[衣装] ハートの眼帯
4,19789,1	//[衣装] スイートジェントル
4,19790,1	//[衣装] ヴェール
4,19791,1	//[衣装] アラームの仮面
4,19792,1	//[衣装] ゴブリン四男の仮面
4,19793,1	//[衣装] ゴブリン三男の仮面
4,19794,1	//[衣装] ゴブリン五男の仮面
4,19795,1	//[衣装] ロードサークレット
4,19796,1	//[衣装] ボーンヘルム
4,19797,1	//[衣装] 名射手のりんご
4,19798,1	//[衣装] 怒った口
4,19799,1	//[衣装] ゴールデンヘッドギア
4,19800,1	//[衣装] カーネーションの髪飾り
4,19801,1	//[衣装] 白狐の仮面
4,19802,1	//[衣装] たれ九尾狐
4,19803,1	//[衣装] 風車帽子
4,19804,1	//[衣装] 紅い風車のかんざし
4,19805,1	//[衣装] 禁呪の巻物
4,19806,1	//[衣装] 桜花爛漫のかんざし
4,19807,1	//[衣装] 威風凛然の兜
4,19808,1	//[衣装] 燃える太陽
4,19809,1	//[衣装] ニューカウボーイハット
4,19810,1	//[衣装] イフリートの耳
4,19811,1	//[衣装] ビール帽子
4,19812,1	//[衣装] 大きなハイビスカス
4,19813,1	//[衣装] アイスクリーム帽子
4,19814,1	//[衣装] シャイニーアフロかつら
4,19815,1	//[衣装] ロリータテンガロンハット
4,19816,1	//[衣装] ペコペコキャップ
4,19817,1	//[衣装] イフリートの息
4,19818,1	//[衣装] たれモロクの現身（人間型）
4,19819,1	//[衣装] ネクロマンサーの頭巾
4,19820,1	//[衣装] 骸骨のコサージュ
4,19821,1	//[衣装] ヒェグン帽
4,19822,1	//[衣装] 黄色の頭巾
4,19823,1	//[衣装] 白猫のフード
4,19824,1	//[衣装] イビルドルイド帽
4,19825,1	//[衣装] 邪眼封じの包帯
4,19826,1	//[衣装] 氷の羽耳
4,19827,1	//[衣装] アミストルキャップ
4,19828,1	//[衣装] やわらかい帽子
4,19829,1	//[衣装] 麦わら帽子
4,19830,1	//[衣装] サングラス
4,19831,1	//[衣装] 頭乗りフィーリル
4,19832,1	//[衣装] ポリン帽
4,19833,1	//[衣装] リボンのヘアバンド
4,19834,1	//[衣装] 野球帽
4,19835,1	//[衣装] たれリーフ
4,19836,1	//[衣装] 大型マジェスティックゴート
4,19839,1	//[衣装] バニルミルトの帽子
4,19841,1	//[衣装] 王者の獅子頭（銅）
4,19842,1	//[衣装] お座りイヌ
4,19843,1	//[衣装] 猫耳のヘアバンド
4,19844,1	//[衣装] 丸いぼうし
4,19845,1	//[衣装] シニョンキャップ
4,19846,1	//[衣装] ファントムマスク
4,19847,1	//[衣装] 大きなリボン
4,19848,1	//[衣装] 静かなエンジェリング帽
4,19849,1	//[衣装] ムナック帽
4,19850,1	//[衣装] ボンゴン帽
4,19851,1	//[衣装] くま帽子
4,19852,1	//[衣装] ガラパゴ帽
4,19853,1	//[衣装] フィーリルの羽耳
4,19855,1	//[衣装] ハッピーサマーアフロ
4,19856,1	//[衣装] かき氷
4,19857,1	//[衣装] 天海老帽
4,19858,1	//[衣装] 変身木の葉
4,19861,1	//[衣装] ハートのヘアピン
4,19862,1	//[衣装] サキュバスの角
4,19863,1	//[衣装] インキュバスの角
4,19865,1	//[衣装] ピエロの帽子
4,19866,1	//[衣装] 青いパジャマ帽子
4,19867,1	//[衣装] 赤いパジャマ帽子
4,19868,1	//[衣装] フェザーブラウンハット
4,19869,1	//[衣装] 臥龍の綸巾
4,19870,1	//[衣装] 兎耳帽子(黒)
4,19872,1	//[衣装] オペラ仮面
4,19873,1	//[衣装] メストリ・サラの帽子
4,19874,1	//[衣装] ポルタ・バンデイラのティアラ
4,19875,1	//[衣装] ラブラビットフード
4,19876,1	//[衣装] 兎耳帽子
4,19877,1	//[衣装] ダークネスアイズ
4,19878,1	//[衣装] たれうさぎ
4,19879,1	//[衣装] バニーヘアバンド
4,19880,1	//[衣装] ゴールドティアラ
4,19881,1	//[衣装] プリティラビットフード
4,19882,1	//[衣装] フラワーポットマスク
4,19883,1	//[衣装] ピアメット頭巾
4,19884,1	//[衣装] ヴァナルガンドの兜
4,19885,1	//[衣装] 目隠し
4,19886,1	//[衣装] 高級サングラス
4,19887,1	//[衣装] 片目眼鏡
4,19888,1	//[衣装] グラス
4,19889,1	//[衣装] ツインリボン
4,19890,1	//[衣装] とんがり帽子
4,19891,1	//[衣装] めだまやき
4,19901,1	//[衣装] オーク族のヘルム
4,19902,1	//[衣装] タバコ
4,19903,1	//[衣装] 魔女の帽子
4,19904,1	//[衣装] スカルキャップ
4,19905,1	//[衣装] 秘密結社の頭巾
4,19906,1	//[衣装] 二四式ボルト
4,19907,1	//[衣装] 派手なファントムマスク
4,19908,1	//[衣装] 道化師の帽子
4,19909,1	//[衣装] 子悪魔帽（白）
4,19910,1	//[衣装] ハロウィンハット
4,19911,1	//[衣装] 三角屋根帽子
4,19912,1	//[衣装] 猫目
4,19913,1	//[衣装] あれ
4,19914,1	//[衣装] ペルロックの帽子
4,19915,1	//[衣装] バフォメットホーン
4,19916,1	//[衣装] 黒猫帽子
4,19917,1	//[衣装] パンプキンハット2013
4,19918,1	//[衣装] ルードマスク
4,19919,1	//[衣装] キューブマスク
4,19921,1	//[衣装] たれワイルドローズ
4,19922,1	//[衣装] ノアの帽子
4,19923,1	//[衣装] ダークエイジ
4,19924,1	//[衣装] オーディンマスク
4,19925,1	//[衣装] とんぼの片眼鏡
4,19926,1	//[衣装] リボン（黒）
4,19927,1	//[衣装] たれ猫（灰）
4,19928,1	//[衣装] ゴシックウイングヘアバンド
4,19929,1	//[衣装] クラシカルリボン
4,19930,1	//[衣装] 天使のミニシルクハット
4,19931,1	//[衣装] やる気のないタヌキ
4,19932,1	//[衣装] 姿勢矯正帽
4,19933,1	//[衣装] セブン-イレブンヘッドホン
4,19934,1	//[衣装] 生ける炎のテンガロンハット
4,19935,1	//[衣装] 名状しがたき風のハンチングキャップ
4,19936,1	//[衣装] 大いなる水のニットキャップ
4,19937,1	//[衣装] 無形なる地のシルクハット
4,19939,1	//[衣装] 鹿の角
4,19940,1	//[衣装] ピエロの鼻
4,19941,1	//[衣装] 耳当て
4,19942,1	//[衣装] 蘭のヘアバンド
4,19943,1	//[衣装] 裁判官の帽子
4,19944,1	//[衣装] 勝利の女神（紫）
4,19945,1	//[衣装] 覇者の兜（銅）
4,19946,1	//[衣装] 頂点へのシャトル（青）
4,19947,1	//[衣装] レインボースカーフ
4,19948,1	//[衣装] 地球
4,19949,1	//[衣装] RWC2013記念帽子
4,19950,1	//[衣装] プリンセスティアラ
4,19951,1	//[衣装] カードボードボックス
4,19952,1	//[衣装] チューインガム
4,19953,1	//[衣装] パレード帽
4,19954,1	//[衣装] 3Dメガネ
4,19955,1	//[衣装] 聖なるクリスマスツリー
4,19956,1	//[衣装] クルーザー帽
4,19957,1	//[衣装] スクーターヘルメット
4,19958,1	//[衣装] 聖歌隊の帽子
4,19959,1	//[衣装] たれアルギオペ
4,19960,1	//[衣装] チェーンパペット
4,19961,1	//[衣装] ルーンサークレット
4,19962,1	//[衣装] ミトラ
4,19963,1	//[衣装] ドライバーバンド(赤)
4,19964,1	//[衣装] ドライバーバンド(黄)
4,19965,1	//[衣装] シャドウクラウン
4,19966,1	//[衣装] ミンストレルソングの帽子
4,19967,1	//[衣装] ミダスのささやき
4,19968,1	//[衣装] 魔力石の帽子
4,19969,1	//[衣装] ブレイジングソウル
4,19970,1	//[衣装] 風のささやき
4,19971,1	//[衣装] バレリーナの髪飾り
4,19972,1	//[衣装] 守護の冠
4,19973,1	//[衣装] ボーンサークレット
