//2025/06/17 アップデート,,,
//ID,Name,Jname,0:防具/重複不可 1:武器/重複可 2:エンチャント/スクリプト
27053,card,アーノルディ&ビッグフットカード,0
27054,card,カーリッツバーグ&タラフロッグカード,0
27055,card,ソーサラーセリア(MVP)カード,0
27056,card,修羅チェン(MVP)カード,0
27057,card,ミンストレルアルフォシオ(MVP)カード,0
27058,card,ギロチンクロスエレメス(MVP)カード,0
27059,card,アークビショップマーガレッタ(MVP)カード,0
27060,card,レンジャーセシル(MVP)カード,0
27061,card,メカニックハワード(MVP)カード,0
27062,card,ウォーロックカトリーヌ(MVP)カード,0
27063,card,ルーンナイトセイレン(MVP)カード,0
27064,card,ロイヤルガードランデル(MVP)カード,0
27065,card,ジェネティックエミュール(MVP)カード,0
27066,card,シャドウチェイサーガーティー(MVP)カード,0
27067,card,ワンダラートレンティーニ(MVP)カード,0
27068,card,ギロチンクロスエレメスカード,0
27069,card,アークビショップマーガレッタカード,0
27070,card,ウォーロックカトリーヌカード,0
27071,card,レンジャーセシルカード,0
27072,card,メカニックハワードカード,0
27073,card,ルーンナイトセイレンカード,0
27074,card,ロイヤルガードランデルカード,0
27075,card,ジェネティックエミュールカード,0
27076,card,ソーサラーセリアカード,0
27077,card,修羅チェンカード,0
27078,card,シャドウチェイサーガーティーカード,0
27079,card,ワンダラートレンティーニカード,0
27080,card,ミンストレルアルフォシオカード,0
27081,card,怒りの月夜花カード,0
27082,card,怒りの九尾狐カード,0
27083,card,怨恨のボンゴンカード,1
27084,card,怨恨のソヒーカード,0
27085,card,怨恨のムナックカード,0
27086,card,怨恨のAスケルトンカード,1
27087,card,真理の魔法使いカード,0
27088,card,狂乱した冒険者カード,0
27089,card,T W Oカード,0
27090,card,DR815カード,0
27091,card,GC109カード,0
27092,card,チャールストン3号カード,0
27093,card,キックステップカード,0
27094,card,ロックステップカード,0
27095,card,ステップカード,0
27096,card,キックアンドキックカード,0
27097,card,スモッグカード,0
27098,card,修理型ウェルスギアカード,1
27099,card,探査型ウェルスギアカード,1
27100,card,クラップカード,0
27101,card,スウィートナイトメアカード,0
27102,card,マットドレインリアーカード,1
27103,card,安らぎを奪われし者達カード,0
27104,card,怒りのドラキュラカード,0
27105,card,ボミカード,0
27110,card,怒りのゲイズティカード,1
27111,card,怒りのスノウアーカード,0
27112,card,怒りのアイスタイタンカード,0
27113,card,覚醒クトルラナックスカード,0
27114,card,不吉なソリッドタートルカード,0
27115,card,不吉なPタートルカード,0
27116,card,不吉なヒートタートルカード,0
27117,card,不吉なアサルトタートルカード,0
27118,card,不吉なフリーズタートルカード,0
27119,card,不吉なタートルGカード,0
27120,card,イアラカード,0
27121,card,ピラニアカード,0
27122,card,クルピラカード,1
27123,card,トゥカンカード,0
27124,card,ジャガーカード,0
27125,card,首なしラバカード,0
27126,card,ボイタタカード,1
27127,card,古王グローザカード,0
27128,card,深層の古王グローザカード,0
27129,card,正義のカード,1
27130,card,星のカード,1
27131,card,節制のカード,1
27132,card,戦車のカード,1
27133,card,死神のカード,1
27134,card,隠者のカード,1
27135,card,皇帝のカード,1
27136,card,月のカード,1
27137,card,恋人のカード,1
27138,card,法王のカード,1
27139,card,悪魔のカード,1
27140,card,力のカード,1
27141,card,イーブルカード,0
27142,card,ハートハンターカード,0
27143,card,ヴェノムキメラカード,0
27144,card,マッターキメラカード,0
27145,card,ヒューマノイドキメラカード,0
27146,card,CUTIEカード,1
27155,card,キャンサー,0
27156,card,タウロス,0
27157,card,ウッドゴブリンカード,0
27158,card,レスカード,0
27159,card,ウジャスカード,0
27160,card,ババヤガカード,1
27161,card,マブカカード,0
27162,card,ゴピニクカード,0
27181,card,飛行船襲撃団カード,0
27182,card,暴走した船長ペルロックカード,0
27183,card,ギガンテスカード,1
27184,card,騎士サクライカード,0
27185,card,ラウンドライダーカード,0
27186,card,サイドライダーカード,0
27187,card,ブレードライダーカード,0
27188,card,トップラウンドライダーカード,0
27189,card,トップサイドライダーカード,1
27190,card,コヨーテカード,0
27191,card,ガスターカード,0
27192,card,トップブレードライダーカード,0
27194,card,カニバラウスカード,0
27195,card,プラズマラットカード,0
27196,card,ニーヒル・M・ハイネンカード,0
27197,card,アグネス・レベンブルグカード,0
27198,card,ユルゲン・ウィグナーカード,0
27199,card,スピーカ・ネリウスカード,0
27200,card,ニーヒルカード,0
27201,card,アグネスカード,0
27202,card,ユルゲンカード,0
27203,card,スピーカカード,0
27204,card,ジェミニ,0
27205,card,サジタリウス,0
27223,card,エッグリンカード,0
27226,card,偵察バジルリスクカード,0
27227,card,突撃バジルリスクカード,0
27228,card,ビッグエッグリンカード,0
27229,card,リーフルナティックカード,0
27230,card,グラスファブルカード,0
27231,card,ワイルドホーネットカード,0
27232,card,スウィートフロッグカード,0
27233,card,ハンターウルフカード,0
27234,card,トランススポアカード,0
27235,card,ジャングルマンドラゴラカード,0
27236,card,フルーツポムスパイダーカード,0
27237,card,女王フェイスワームカード,1
27238,card,フェイスワームカード,0
27239,card,ダークフェイスワームカード,0
27240,card,フェイスワームの卵カード,0
27241,card,フェイスワームの幼虫カード,0
27242,card,大長老アイリンカード,0
27243,card,フェイヨン警備兵&フェイヨン守護兵カード,0
27244,card,ペル&キスミー・ペルカード,0
27245,card,シンギング・ペル&スイング・ペルカード,0
27246,card,ジターバグカード,0
27247,card,fff・ジターバグカード,0
27248,card,サラの幻影カード,0
27249,card,アルヒカード,0
27250,card,ディオ・アネモスカード,0
27251,card,ブラック・カネイリーカード,0
27252,card,ヒピア・スニキカード,0
27253,card,ビリー・コスルリースカード,0
27254,card,フェモンカード,0
27255,card,オルドルカード,0
27256,card,ブルート・ハゼカード,0
27257,card,黒魔カード,0
27258,card,イフォドスカード,0
27259,card,レチェニエカード,0
27260,card,ユメヒメカード,0
27261,card,ジューカード,0
27262,card,ディワイカード,0
27263,card,フェイ・カナビアンカード,0
27264,card,魔神の信者カード,0
27265,card,魔神の巨影カード,0
27299,card,サーペンタリウス,0
27300,card,アクエリアス,0
27301,card,迷宮のドッペルゲンガーカード,1
27302,card,リーブラ,0
27303,card,スコーピオ,0
27304,card,EA2Sカード,0
27305,card,EL-A17Tカード,0
27306,card,ハートハンター・ベラレカード,0
27307,card,ハートハンター・Mベラレカード,0
27308,card,ハートハンター・サナレカード,0
27309,card,ハートハンター・Mサナレカード,0
27310,card,プラガカード,1
27311,card,変種プラガカード,0
27312,card,ドロールカード,1
27313,card,変種ドロールカード,0
27314,card,ヴェネヌムカード,0
27315,card,変種ヴェネヌムカード,0
27316,card,ツイン・カプトゥカード,1
27317,card,変種ツイン・カプトゥカード,0
27318,card,ミグエルカード,0
27319,card,R48-85-ベスティアカード,0
27320,card,E-EA1Lカード,1
27321,card,絶望の神モロクカード,0
27322,card,魔神の使徒・アハトカード,0
27323,card,魔神の使徒・シナイムカード,0
27324,card,ブリナラネアカード,0
27325,card,ムスペルスコールカード,0
27326,card,モルス・ネクロマンサーカード,0
27327,card,死神アンクカード,0
27328,card,堕落した生命のカード,0
27329,card,呪いを呑み込んだ王カード,0
27330,card,クロネカーカード,0
27331,card,クロネカー・ハイネンカード,0
27332,card,スキアカード,0
27333,card,スキア・ネリウスカード,0
27334,card,混沌のバフォメットカード,0
27335,card,混沌のバフォメット.Jrカード,0
27336,card,混沌のサイドワインダーカード,1
27337,card,混沌のハンターフライカード,0
27338,card,混沌のマンティスカード,0
27339,card,混沌のゴーストリングカード,0
27340,card,混沌のキラーマンティスカード,0
27341,card,混沌のポポリンカード,0
27342,card,混沌のステムワームカード,1
27343,card,混沌のアコライトカード,0
27344,card,魔女ジラントカード,0
27345,card,古龍ジラントカード,0
27346,card,硬化ムスペルスコールカード,0
27347,card,硬化カホカード,1
27348,card,硬化ラーヴァゴーレムカード,1
27349,card,硬化エクスプロージョンカード,0
27350,card,硬化Sデリーターカード,0
27351,card,硬化Gデリーターカード,0
27352,card,硬化ナイトメアテラーカード,0
27353,card,硬化ブレイザーカード,0
27354,card,汚染されたレイドリックカード,0
27355,card,汚染されたレイドリックAカード,0
27356,card,アイスガーゴイルカード,0
27357,card,汚染されたスティングカード,0
27358,card,プリズンブレイカーカード,1
27359,card,アイスゴーストカード,0
27360,card,フレイムゴーストカード,0
27361,card,汚染された彷徨う者カード,1
27362,card,汚染されたブリナラネアカード,0
27363,card,汚染されたダークロードカード,0
27364,card,愚者のカード,1
27365,card,運命の輪のカード,1
27366,card,吊るされた男のカード,1
27367,card,世界のカード,1
27368,card,カラフルなベアドールカード,0
27369,card,輝くベアドールカード,0
27370,card,労働型ピットマンカード,0
27371,card,魂の破片カード,0
27372,card,邪念のオブシディアンカード,0
27373,card,古の三葉蟲カード,0
27374,card,古のSゴーレムカード,0
27375,card,古のメガリスカード,0
27376,card,古のタオグンカカード,0
27377,card,古のフレイムシューターカード,0
27378,card,古のウータンシューターカード,0
27379,card,古のウータンファイターカード,1
27380,card,古のウータンガードカード,0
27381,card,呪殺のヒメルメズカード,0
27382,card,堕落の魔眼カード,1
27383,card,呪殺のアムダライスカード,0
27384,card,変貌の白騎士カード,1
27385,card,変貌のカーリッツバーグカード,0
27386,card,呪われたレイドリックカード,0
27387,card,呪われたレイドリックAカード,0
27388,card,呪われた執事カード,1
27389,card,ヴォルフカード,0
27390,card,ヴォルフ・レベンブルグカード,0
27391,card,ポーカード,0
27392,card,ポー・リハルトカード,0
27393,card,カトリンカード,0
27394,card,カトリン・ウィグナーカード,0
27395,card,アイザックカード,0
27396,card,アイザック・ウィグナーカード,0
27397,ench,ニヒツ,0
27398,ench,完全回避 + 25,0
27399,ench,神供,0
27400,ench,遠距離物理耐性 + 5%,0
27401,ench,気奪Lv1,0
27402,ench,潜在解放(サモナー),0
27403,ench,潜在解放(星帝),0
27404,ench,潜在解放(ソウルリーパー),0
27405,ench,潜在解放(影狼),0
27406,ench,潜在解放(朧),0
27407,ench,潜在解放(リベリオン),0
27408,ench,イミューンファイア,0
27409,ench,イミューンウォーター,0
27410,ench,イミューンウィンド,0
27411,ench,イミューンアース,0
27412,ench,MaxHP + 15%,0
29012,ench,ハイレベル,0
29041,ench,トゥインクル,0
29042,ench,エナジー<守護竜>,0
29043,ench,エナジー<戦乙女>,0
29044,ench,エナジー<烈風>,0
29045,ench,疾風,0
29058,ench,龍飛流の幻珠,0
29059,ench,万波息笛の幻珠,0
29060,ench,宇宙根源の幻珠,0
29127,ench,<紅蓮>,0
29128,ench,<真鍮>,0
29129,ench,<白銀>,0
29130,ench,<黄昏>,0
29131,ench,<混沌>,0
29132,ench,<曙光>,0
29133,ench,<恢復>,0
29134,card,覇者の思念,1
29135,ench,鋭利1,0
29136,ench,鋭利2,0
29137,ench,鋭利3,0
29138,ench,鋭利4,0
29139,ench,鋭利5,0
29140,ench,勇者の怒り,0
29141,ench,魔羊の咆哮,0
29161,ench,ピンクグロー,0
29162,ench,シャドウ,0
29166,ench,A-Tolerance,0
29167,ench,A-Hit,0
29168,ench,A-Flee,0
29169,ench,A-Mdef,0
29170,ench,S-Atk,0
29171,ench,S-Matk,0
29172,ench,S-Avoid,0
29173,ench,S-MaxHP,0
29174,ench,S-Quick,0
29175,ench,S-Cri,0
29176,ench,天地,0
29177,ench,夢の加護1,0
29178,ench,夢の加護2,0
29179,ench,夢の加護3,0
29180,ench,夢の加護4,0
29181,ench,夢の加護5,0
29182,ench,リーサルフレーム(物理),0
29183,ench,リーサルアンデッド(物理),0
29184,ench,リーサルビースト(物理),0
29185,ench,リーサルプラント(物理),0
29186,ench,リーサルインセクト(物理),0
29187,ench,リーサルフィッシュ(物理),0
29188,ench,リーサルデーモン(物理),0
29189,ench,リーサルヒューマン(物理),0
29190,ench,リーサルエンジェル(物理),0
29191,ench,リーサルドラゴン(物理),0
29192,ench,モータルノーマル(物理),0
29193,ench,モータルウォーター(物理),0
29194,ench,モータルグラウンド(物理),0
29195,ench,モータルフレイム(物理),0
29196,ench,モータルウィンド(物理),0
29197,ench,モータルポイズン(物理),0
29198,ench,モータルセイント(物理),0
29199,ench,モータルイービル(物理),0
29200,ench,モータルテレキネシス(物理),0
29201,ench,モータルアンデッド(物理),0
29202,ench,フェイタルスモール(物理),0
29203,ench,フェイタルミディアム(物理),0
29204,ench,フェイタルラージ(物理),0
29205,ench,フェイタルネメシス(物理),0
29206,ench,ブルズアイ,0
29207,ench,ライフドレイン,0
29212,ench,Hit + 3,0
29213,ench,Hit + 6,0
29214,ench,バーン,0
29215,ench,ゲイル,0
29216,ench,フラッド,0
29217,ench,クレイ,0
29218,ench,グラッジ,0
29219,ench,ウーア,0
29220,ench,ベノム,0
29221,ench,デスペリア,0
29222,ench,セイクレッド,0
29223,ench,水天,0
29224,ench,ホワイトボディ,0
29230,card,[ECO] タイニー・アルマカード,1
29231,ench,エナジー<竜狩>,0
29232,ench,エナジー<頑強>,0
29233,ench,エナジー<魔導>,0
29234,ench,エナジー<致命ノ一撃>,0
29235,ench,完全回避 + 1,0
29236,ench,完全回避 + 2,0
29237,ench,Flee + 5,0
29238,ench,Flee + 10,0
29239,ench,Hit + 5,0
29240,ench,Hit + 10,0
29241,ench,Cri + 10,0
29242,ench,破壊不可(鎧),0
29243,ench,詠唱妨害不可,0
29244,ench,プレイヤー耐性1,0
29245,ench,プレイヤー耐性2,0
29246,ench,プレイヤー耐性3,0
29247,ench,プレイヤー耐性4,0
29248,ench,プレイヤー耐性5,0
29249,ench,安息のニーヴ(体力),0
29250,ench,安息のニーヴ(精神),0
29251,ench,安息のニーヴ(生命),0
29252,ench,安息のニーヴ(知力),0
29253,ench,永劫のニーヴ(火),0
29254,ench,永劫のニーヴ(水),0
29255,ench,永劫のニーヴ(風),0
29256,ench,永劫のニーヴ(地),0
29257,ench,永劫のニーヴ(闇),0
29258,ench,永劫のニーヴ(念),0
29259,ench,永劫のニーヴ(毒),0
29260,ench,傷のニーヴ(無形),0
29261,ench,傷のニーヴ(不死形),0
29262,ench,傷のニーヴ(動物形),0
29263,ench,傷のニーヴ(植物形),0
29264,ench,傷のニーヴ(昆虫形),0
29265,ench,傷のニーヴ(魚貝形),0
29266,ench,傷のニーヴ(悪魔形),0
29267,ench,傷のニーヴ(人間形),0
29268,ench,傷のニーヴ(天使形),0
29269,ench,傷のニーヴ(竜形),0
29270,ench,血のニーヴ(腕力),0
29271,ench,血のニーヴ(迅速),0
29272,ench,血のニーヴ(体力),0
29273,ench,血のニーヴ(知力),0
29274,ench,血のニーヴ(集中),0
29275,ench,血のニーヴ(幸運),0
29276,ench,名誉のニーヴ(迅速),0
29277,ench,名誉のニーヴ(集中),0
29278,ench,名誉のニーヴ(熟練),0
29279,ench,死のニーヴ(腕力),0
29280,ench,死のニーヴ(知力),0
29281,ench,死のニーヴ(体力),0
29282,ench,死のニーヴ(魔防),0
29300,ench,獄,0
29302,ench,水属性付与(鎧),0
29303,ench,風属性付与(鎧),0
29304,ench,地属性付与(鎧),0
29305,ench,火属性付与(鎧),0
29306,ench,闇属性付与(鎧),0
29307,ench,聖属性付与(鎧),0
29308,ench,不死属性付与(鎧),0
29309,ench,毒属性付与(鎧),0
29363,ench,百火,0
29366,ench,強撃1,0
29367,ench,強撃2,0
29368,ench,強撃3,0
29369,ench,強撃4,0
29370,ench,強撃5,1
29371,ench,真理の解放,0
29372,ench,固定詠唱時間 - 50%,0
29373,ench,スキルディレイ - 15%,0
29374,ench,消費SP - 15%,0
29375,ench,プレイヤー耐性6,0
29376,ench,プレイヤー耐性7,0
29377,ench,プレイヤー耐性8,0
29378,ench,プレイヤー耐性9,0
29379,ench,プレイヤー耐性10,0
29382,ench,名誉のニーヴ(命中),0
29383,ench,名誉のニーヴ(回避),0
29384,ench,名誉のニーヴ(幸運),0
29385,ench,死のニーヴ(技巧),0
29386,ench,死のニーヴ(幸運),0
29436,ench,覇王,0
29437,ench,スキルディレイ - 8%,0
29438,ench,Z-Knockback,0
29439,ench,Z-Immortal,0
29440,ench,Z-Killgain,0
29441,ench,Z-Reincarnation,0
29442,ench,Z-NoDispell,0
29443,ench,Z-Clairvoyance,0
29444,ench,Z-CastFixed,0
29445,ench,増幅1,0
29446,ench,増幅2,0
29447,ench,増幅3,0
29448,ench,増幅4,0
29449,ench,増幅5,1
29450,ench,Lv1,0
29451,ench,Lv2,0
29452,ench,Lv3,0
29453,ench,Lv4,0
29454,ench,Lv5,0
29455,ench,Lv6,0
29456,ench,Lv7,0
29457,ench,Lv8,0
29458,ench,Lv9,0
29459,ench,Lv10,0
29472,ench,<Overclock>,0
29473,ench,<超越者>,0
29474,ench,<剛腕>,0
29475,ench,<呪力>,0
29476,ench,<竜鱗>,0
29509,ench,豪傑,0
29510,ench,傷のニーヴ(プレイヤー),0
29511,ench,Q-Player,0
29512,ench,強靭,0
29527,ench,B-Def,0
29528,ench,B-Mdef,0
29529,ench,B-HPR,0
29530,ench,B-MaxSP,0
29531,ench,B-MaxHP,0
29532,ench,B-SPR,0
29533,ench,Q-Heal,0
29534,ench,B-Atk,0
29535,ench,B-Matk,0
29536,ench,Q-Shooter,0
29537,ench,Q-Speed,0
29538,ench,Q-CastStat,0
29539,ench,Q-Fatal,0
29540,ench,Q-Delay,0
29541,ench,Q-CastFixed,0
29542,ench,Q-Attribute,0
29543,ench,G-DrainHP,0
29544,ench,G-DrainSP,0
29545,ench,G-Life,0
29546,ench,G-Soul,0
29547,ench,X-UnlimitVital,0
29548,ench,X-SpellBuster,0
29549,ench,X-FiringShot,0
29550,ench,X-OverPower,0
29551,ench,X-FatalFlash,0
29552,ench,X-LuckyStrike,0
29585,ench,アルカナ,0
29586,ench,プレイヤー耐性12,0
29587,ench,閃光,0
29588,ench,強剛,0
29589,ench,天弓,0
29590,ench,新暦,0
29591,ench,剛体,0
29592,ench,白雲,1
29593,ench,凍結耐性,0
29608,card,アリエス,0
29609,card,カプリコーン,0
29610,card,パイシーズ,0
29646,ench,<超弩級>,0
29647,ench,<反逆者>,0
29648,ench,<火雷大神>,0
29649,ench,Def50%無視,0
29650,ench,Mdef50%無視,0
29690,ench,火属性付与(武器),0
29691,ench,水属性付与(武器),0
29692,ench,風属性付与(武器),0
29693,ench,地属性付与(武器),0
29694,ench,聖属性付与(武器),0
29695,ench,闇属性付与(武器),0
29696,ench,念属性付与(武器),0
29697,ench,毒属性付与(武器),0
29698,ench,リーサルフレーム(魔法),0
29699,ench,リーサルビースト(魔法),0
29700,ench,リーサルヒューマン(魔法),0
29701,ench,モータルウォーター(魔法),0
29702,ench,モータルイービル(魔法),0
29703,ench,モータルアンデッド(魔法),0
29704,ench,フェイタルスモール(魔法),0
29705,ench,フェイタルネメシス(魔法),0
29716,ench,太陽,0
29717,ench,月,0
29718,ench,星,0
29719,ench,エス,0
29720,ench,死霊,0
29721,ench,魂,0
29722,ench,カース,0
29723,ench,スター,0
29724,ench,殺意の怨念,0
29725,ench,ゾディアック,0
31000,card,ルドカード,0
31001,card,ローラカード,1
31002,card,エルヴィラカード,0
31003,card,無慈悲なジオイアカード,0
31004,card,ソヒョンカード,1
31005,card,将軍デヒョンカード,1
31006,card,[LoVA] ハデスカード,0
31007,card,[LoVA] 真化ハデスカード,0
31008,card,[LoVA] ルールーカード,0
31009,card,[LoVA] 真化ルールーカード,0
31010,card,[LoVA] キマカード,0
31011,card,[LoVA] 真化キマカード,0
31012,card,[LoVA] バハムートカード,1
31013,card,[LoVA] 真化バハムートカード,1
31014,card,[LoVA] ラグナロクカード,0
31015,card,[LoVA] 真化ラグナロクカード,0
,,,
35001,card,正義のカード(逆位置),1
35002,card,星のカード(逆位置),1
35003,card,節制のカード(逆位置),1
35004,card,戦車のカード(逆位置),1
35005,card,死神のカード(逆位置),1
35006,card,恋人のカード(逆位置),1
35007,card,皇帝のカード(逆位置),1
35008,card,力のカード(逆位置),1
35009,card,悪魔のカード(逆位置),1
35010,card,月のカード(逆位置),1
35011,card,運命の輪のカード(逆位置),1
35012,card,隠者のカード(逆位置),1
35013,card,愚者のカード(逆位置),0
35014,card,法王のカード(逆位置),1
35015,card,吊るされた男のカード(逆位置),0
35016,card,女教皇のカード,0
35017,card,女教皇のカード(逆位置),0
,,,
36000,ench,Extra Str,0
36001,ench,Extra Agi,0
36002,ench,Extra Vit,0
36003,ench,Extra Int,0
36004,ench,Extra Dex,0
36005,ench,Extra Luk,0
36006,ench,王の神威,0
36007,ench,知識の探求者,0
36008,ench,極限の魔力,0
36009,ench,英雄の凱歌,0
36010,ench,異境の統轄者,0
36011,ench,シンソウの王,0
36012,ench,森羅万象,0
36013,ench,起源の王,0
,,,
300001,card,ポイゾナスカード,0
300002,card,トキシャスカード,1
300003,card,ホワイトポルセリオカード,0
300004,card,ネオミネラルカード,1
300005,card,アビスマンカード,0
300006,card,ジュエリーアントカード,0
300007,card,ジュゴリアントカード,0
300008,card,エンジェゴルトカード,0
300009,card,スペクトラムプラズマカード,0
300010,card,アークプラズマカード,0
300011,card,ホーリープルスカード,0
300012,card,ホーリースコグルカード,0
300013,card,レギンレイヴカード,0
300014,card,イングリッドカード,0
300015,card,パープルペロスカード,0
300016,card,トレジャーミミックカード,0
300017,card,ブラックオシドスカード,1
300018,card,シルバーオシドスカード,1
300019,card,ボーンペロスカード,1
300020,card,ボーンオシドスカード,1
300021,card,ボーンデータルザウルスカード,0
300076,card,故障した警備型ベータカード,1
300077,card,故障した自動お掃除機Ωカード,0
300078,card,スウィーティカード,0
300079,card,レッドペッパーカッパカード,0
300080,card,レッドペッパーラムダカード,0
300081,card,研究助手自動人形カード,0
300082,card,上級研究助手自動人形カード,0
300083,card,ドライラフレシアカード,1
300084,card,上級ドライラフレシアカード,0
300085,card,特製アーノルディカード,1
300086,card,上級特製アーノルディカード,0
300087,card,故障した庭師ベータカード,1
300088,card,故障した上級庭師ベータカード,0
300089,card,ベルポルタカード,0
300090,card,ベルポルテカード,0
300091,card,パピラカード,0
300092,card,上級パピラカード,1
300093,card,パピラルバカード,0
300094,card,上級パピラルバカード,0
300095,card,パピラカイカード,0
300096,card,上級パピラカイカード,1
300097,card,ブルーアリエスカード,0
300098,card,レッドアリエスカード,0
300099,card,シルヴァパピリアカード,0
300100,card,グランパピリアカード,0
300101,card,故障した清掃型βカード,0
300102,card,浴場管理者ベータカード,0
300103,card,青衿のヒメカード,0
300104,card,ブックワームカード,1
300105,card,徘徊する魔導書カード,0
300106,card,レッドピタヤカード,0
300107,card,ボスピタヤカード,0
300108,card,下水ヴェネヌムカード,0
300109,card,下水クランプカード,0
300110,card,下水ウォーターフォールカード,1
300111,card,エリートベラレカード,0
300112,card,魔力中毒ドロールカード,1
300113,card,解放された魔力カード,0
300114,card,魔力中毒プラガカード,1
300115,card,魔力中毒サナレカード,1
300116,card,強力な魔力カード,1
300117,card,鋭い魔力カード,0
300118,card,熱湯フェンカード,1
300119,card,熱湯ソードフィッシュカード,0
300120,card,熱湯ピラニアカード,0
300121,card,熱湯マルクカード,0
300122,card,イエローピタヤカード,1
300123,card,パープルピタヤカード,1
300124,card,ブルーピタヤカード,0
300125,card,グリーンピタヤカード,1
300137,card,王女メアカード,0
300138,card,半龍王女メアカード,0
300139,card,封印された月夜花カード,0
300140,card,深海のスロフォカード,1
300141,card,深海のオボンヌカード,0
300142,card,深海のデビアスカード,1
300143,card,深海のマルスカード,0
300144,card,深海の半漁人カード,1
300145,card,深海の魔女カード,0
300146,card,深海のセドラカード,1
300147,card,深海のソードフィッシュカード,0
300148,card,深海のストラウフカード,0
300149,card,深海のフェンカード,0
300150,card,深海のキングドラモカード,0
300151,card,深海のクラーケンカード,0
300168,card,世界のカード(逆位置),1
300170,card,腐った木カード,0
300171,card,グレイヴワームカード,0
300172,card,ブレインサッカーカード,0
300173,card,モスキロカード,1
300174,card,溶解したポリンカード,0
300175,card,得体の知れない生命体カード,0
300177,card,真夜中のアルヒカード,0
300178,card,真夜中のアネモスカード,0
300179,card,真夜中のカネイリーカード,0
300180,card,真夜中のコスルリースカード,0
300181,card,真夜中のスニキカード,0
300182,card,真夜中のフェモンカード,0
300183,card,真夜中のオルドルカード,0
300184,card,真夜中のハゼカード,0
300185,card,真夜中の黒魔カード,0
300186,card,真夜中のイフォドスカード,0
300187,card,真夜中のユメヒメカード,0
300188,card,真夜中のレチェニエカード,1
300189,card,真夜中のジューカード,0
300190,card,真夜中のカナビアンカード,0
300191,card,真夜中のディワイカード,0
300211,card,アッシュトードカード,0
300212,card,ラケソンカード,0
300213,card,ヴァルティカード,1
300214,card,ホットモルカード,0
300215,card,ボルケリンカード,1
300216,card,ラーヴァトードカード,0
300217,card,バーニングファングカード,0
300218,card,アッシュホッパーカード,0
300219,card,アッシュリンカード,1
300220,card,グレイウルフカード,1
300221,card,シゲリンカード,0
300222,card,ファイアウィンドカイトカード,0
300223,card,ファントムウルフカード,0
300224,card,ニーヒル・M・ハイネン(サイン入り)カード,0
300225,card,スピーカ・ネリウス(サイン入り)カード,0
300226,card,スキア・ネリウス(サイン入り)カード,0
300227,card,シュランカード,0
300228,card,デミフレイヤカード,0
300230,card,真面目なアンドレカード,1
300231,card,真面目な兵隊アンドレカード,1
300232,card,真面目なアンドレの幼虫カード,0
300233,card,真面目なデニーロカード,1
300234,card,真面目なピエールカード,0
300235,card,ぐにゃぐにゃした蟻の卵カード,0
300236,card,度胸のあるガイアスカード,0
300237,card,度胸のあるファミリアーカード,0
300238,card,真面目なビタタカード,1
300239,card,無口なマヤーカード,1
300240,card,ガンキャンカード,0
300241,card,ブルータルマーダーカード,0
300242,card,ゴーストキューブカード,0
300243,card,ルードガルカード,0
300244,card,ディスガイザーカード,1
300245,card,ブルームーンロリルリカード,0
300246,card,グロートカード,0
300247,card,ピエロゾイストカード,1
300248,card,死の大魔女カード,0
300249,card,ジャイアント・カプトゥカード,0
300250,card,ドローリアンカード,0
300251,card,プラガリオンカード,1
300252,card,デッドレカード,0
300253,card,ヴェネディカード,1
300254,card,変異キメラアミテラカード,0
300255,card,変異キメラリートゥスカード,0
300256,card,変異キメラフィリアカード,0
300257,card,変異キメラヴァニラクスカード,1
300258,card,変異キメララーヴァカード,1
300259,card,変異キメラフルゴルカード,0
300260,card,変異キメラナペオカード,0
300261,card,変異キメラガレンシスカード,0
300262,card,変異キメラ・ザ・ワンカード,0
300263,card,レッケンベル警備兵カード,0
300264,card,レッケンベル警備兵長カード,0
300265,card,レゲンシュルム科学者カード,0
300266,card,無名のソードマンカード,0
300267,card,クロウバロンカード,0
300268,card,クロウデュークカード,0
300269,card,エルディストカード,1
300270,card,共感する者カード,0
300271,card,幸福を与える者カード,0
300272,card,祈る者カード,0
300273,card,微笑む者カード,0
300274,card,タナトスの記憶(憤怒)カード,0
300275,card,タナトスの記憶(恐怖)カード,0
300276,card,タナトスの記憶(後悔)カード,0
300277,card,タナトスの記憶(怨望)カード,1
300278,card,ヴォイドミミックカード,0
300279,card,ブックオブデスカード,0
300280,card,破損したタナトスの記憶カード,0
300281,card,R001-ベスティアカード,0
300288,card,塔のカード,0
300289,card,塔のカード(逆位置),0
300292,card,エクストラジョーカーカード,0
300293,card,エルジェーベトカード,1
300294,card,ジェニファーカード,0
300295,card,ジェネラルオークカード,1
300296,card,ジクラウスカード,0
300297,card,ゴブリンキングカード,0
300304,ench,再誕,0
300305,ench,近物反射5%,0
300306,ench,不屈,0
300307,card,マイアーカード,0
300308,card,マイアー・レベンブルグカード,0
300309,card,ヘルムトカード,0
300310,card,ヘルムト・レベンブルグカード,0
300311,ench,恐怖耐性,0
300312,ench,混乱耐性,0
300313,ench,睡眠耐性,0
300314,ench,理性と記憶の残滓,0
300315,ench,レジストファイア,0
300316,ench,レジストウィンド,0
300317,ench,レジストアース,0
300318,card,封印されたイグニゼム=セニア（MVP）カード,0
300319,card,封印されたエドガカード,0
300320,card,封印されたオシリスカード,0
300321,card,封印されたオークヒーローカード,0
